source_path,intended_path,size_bytes,reason,category
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9H_scatter.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9H_scatter.png,143364,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9H_scatter.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9H_scatter.svg,49787,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9I_box.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9I_box.png,85123,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9I_box.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9I_box.svg,35297,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9J_scatter.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9J_scatter.png,158865,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9J_scatter.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9J_scatter.svg,49354,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9K_box.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9K_box.png,94327,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/figure8_plots/SupFig9K_box.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/figure8_plots/SupFig9K_box.svg,37397,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9A_divergence.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9A_divergence.png,425082,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9A_divergence.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9A_divergence.svg,282981,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9BG_violin_grid.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9BG_violin_grid.png,723175,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9BG_violin_grid.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9BG_violin_grid.svg,259325,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9HIJK_combined.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9HIJK_combined.png,421956,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9HIJK_combined.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9HIJK_combined.svg,124529,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9H_scatter.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9H_scatter.png,143446,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9H_scatter.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9H_scatter.svg,49201,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9I_box.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9I_box.png,85123,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9I_box.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9I_box.svg,35297,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9J_scatter.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9J_scatter.png,158741,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9J_scatter.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9J_scatter.svg,49354,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9K_box.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9K_box.png,94327,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9K_box.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9K_box.svg,37397,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9_main.png,1466710,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_code/supfig9_plots/SupFig9_main.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/figure8_code/supfig9_plots/SupFig9_main.svg,625239,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9A_ExternalValidation_GSE235321_developmental_divergence_entropy_FINAL_CONTINUOUS.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9A_ExternalValidation_GSE235321_developmental_divergence_entropy_FINAL_CONTINUOUS.pdf,54823,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9A_ExternalValidation_GSE235321_developmental_divergence_entropy_FINAL_CONTINUOUS.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9A_ExternalValidation_GSE235321_developmental_divergence_entropy_FINAL_CONTINUOUS.png,471166,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9A_external_validation_divergence_plot_unified_CONTINUOUS.py,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9A_external_validation_divergence_plot_unified_CONTINUOUS.py,7859,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9BG_ExternalValidation_GSE149512_GeneScores_8panels_cellPvalues.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9BG_ExternalValidation_GSE149512_GeneScores_8panels_cellPvalues.pdf,96060,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9BG_ExternalValidation_GSE149512_GeneScores_8panels_cellPvalues.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9BG_ExternalValidation_GSE149512_GeneScores_8panels_cellPvalues.png,917413,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9BG_external_validation_geneScores8_cellPvalues.py,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9BG_external_validation_geneScores8_cellPvalues.py,19396,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_export_vs_uptake_restat.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_export_vs_uptake_restat.pdf,25887,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_metabolic_uncoupling_MULTIPANEL_v4_pvaluesCD.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_metabolic_uncoupling_MULTIPANEL_v4_pvaluesCD.pdf,35406,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_metabolic_uncoupling_MULTIPANEL_v4_pvaluesCD.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9HK_ExternalValidation_GSE149512_metabolic_uncoupling_MULTIPANEL_v4_pvaluesCD.png,542739,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9HK_external_validation_metabolic_uncoupling_multiplot_v4_pvaluesCD.py,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9HK_external_validation_metabolic_uncoupling_multiplot_v4_pvaluesCD.py,9402,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9_main.ai,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9_main.ai,4252317,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9_main.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9_main.pdf,2308712,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure8_source_data/raw_support/SupFig9_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure8_source_data/raw_support/SupFig9_main.png,1041782,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure9_source_data/raw_support/Figure 9_20260602.ai,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure9_source_data/raw_support/Figure 9_20260602.ai,175050854,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/figure9_source_data/raw_support/Figure 9_20260602.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/figure9_source_data/raw_support/Figure 9_20260602.png,2752628,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig1_source_data/SupFig1A_featureplot_long.csv,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig1_source_data/SupFig1A_featureplot_long.csv,189946926,excluded_gt_95MB_standard_github_limit,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_code/supfig6_plots/SupFig6A_heatmap_top30.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig6_code/supfig6_plots/SupFig6A_heatmap_top30.png,175754,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_code/supfig6_plots/SupFig6A_heatmap_top30.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig6_code/supfig6_plots/SupFig6A_heatmap_top30.svg,104199,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6A_P20073103_top.scMeta_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6A_P20073103_top.scMeta_heatmap.pdf,9743,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6A_P20073103_top.scMeta_heatmap.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6A_P20073103_top.scMeta_heatmap.png,71792,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6A_scMetabolism_score_README.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6A_scMetabolism_score_README.pdf,175647,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap-25.06.17.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap-25.06.17.pdf,3277888,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap.pdf,1370965,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6B_P20073103_shengzhi.Metabolism_Flux_heatmap.png,105909,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6B_scFEA_readme.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6B_scFEA_readme.pdf,59973,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_heatmap_all.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_heatmap_all.pdf,46690,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_heatmap_all.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_heatmap_all.png,156951,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap-25.06.17-copy.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap-25.06.17-copy.pdf,206786,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap.pdf,15800,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6C_P20073103.group_Metabolism_Flux_top10_heatmap.png,86048,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6_main.ai,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6_main.ai,3884390,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6_main.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6_main.pdf,3878141,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig6_source_data/raw_support/SupFig6_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig6_source_data/raw_support/SupFig6_main.png,1108729,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_code/legacy_figure8_support/fig8_plots/Figure8_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig7_code/legacy_figure8_support/fig8_plots/Figure8_main.png,1408202,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_code/legacy_figure8_support/fig8_plots/Figure8_main.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig7_code/legacy_figure8_support/fig8_plots/Figure8_main.svg,3741531,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_code/supfig7_plots/SupFig7_main.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig7_code/supfig7_plots/SupFig7_main.png,468334,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_code/supfig7_plots/SupFig7_main.svg,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/code/supfig7_code/supfig7_plots/SupFig7_main.svg,163918,excluded_extension_or_plot_asset,code
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/SupFig7H_redrawn_spermatids_package.zip,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/SupFig7H_redrawn_spermatids_package.zip,1148042,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.ai,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.ai,4844628,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.pdf,4838031,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_Figure 8_20251210.png,1226478,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_integration_umap_samples.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_integration_umap_samples.pdf,1630814,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_integration_umap_ugroups.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8A_integration_umap_ugroups.pdf,1628761,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8B_sub_umap_samples.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8B_sub_umap_samples.pdf,998691,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8B_比例图.R,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8B_比例图.R,1601,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_down_DEG_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_down_DEG_heatmap.pdf,109109,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_down_DEG_heatmap.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_down_DEG_heatmap.png,17020,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_up_DEG_heatmap.pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_up_DEG_heatmap.pdf,100469,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_up_DEG_heatmap.png,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8CD_P20073103_CtrlvsOA_up_DEG_heatmap.png,16809,excluded_extension_or_plot_asset,source_data
/Users/xq/Desktop/4.18 修改/最全版_图数据代码附表_20260604/01_完整_current_source_data_20260602/supfig7_source_data/legacy_figure8_support/raw_support/Fig8G_heatmap_export(1).pdf,/Users/xq/Desktop/4.18 修改/github_ready_reproducibility_repo_20260606/source_data/supfig7_source_data/legacy_figure8_support/raw_support/Fig8G_heatmap_export(1).pdf,6651,excluded_extension_or_plot_asset,source_data
